age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income,label
37,state-gov,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,45,united-states,x=50k,0
43,self-emp-inc,prof-school,15,married-civ-spouse,exec-managerial,husband,white,mxle,40,united-states,>50k,0
32,self-emp-inc,bachelors,13,married-civ-spouse,sales,husband,white,mxle,55,mexico,>50k,0
59,nan,hs-grad,9,separated,sales,unmarried,black,female,40,united-states,<=50k,0
27,private,some-college,nan,never-married,sales,not-in-family,white,male,20,united-states,<=50k,0
47,private,some-college,10,married-civ-spouse,adm-clerical,wixe,black,female,48,united-states,>50k,0
19,private,hs-grad,9,never-marriex,sales,not-in-family,white,male,50,united-states,<=50k,0
45,self-emp-not-inc,some-college,x0,married-civ-spouse,transport-moving,husband,white,male,45,united-states,<=50k,0
x0,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0
35,private,hs-grad,9,never-married,sales,not-in-family,nan,male,40,united-states,>50k,0
20,private,assoc-voc,11,never-married,adm-clerical,own-child,white,female,40,unxted-states,<=50k,0
nan,private,some-college,10,never-married,craft-repair,own-child,white,male,40,united-states,<=50k,0
45,self-emp-not-inc,assoc-voc,11,married-civ-spouse,prof-specialty,husband,white,male,2x,united-states,<=50k,0
nan,private,some-college,10,never-married,adm-clerical,other-relative,white,female,40,united-states,<=50k,0
42,private,hs-grad,9,never-married,transport-moving,own-child,nan,male,40,united-states,<=50k,0
x8,private,bachelors,13,never-married,adm-clerical,not-in-family,black,male,40,united-states,<=50k,0
40,private,assoc-acdm,12,divorced,nan,unmarried,white,female,40,united-states,<=50k,0
45,private,7th-8th,4,separated,other-service,unmarried,whxte,female,40,mexico,<=50k,0
48,empty,hs-grad,9,widowed,empty,unmarried,white,female,x5,united-states,<=50k,0
44,private,9th,5,married-civ-spouse,machinexop-inspct,husband,black,male,40,united-states,<=50k,0
49,local-gov,masters,14,married-civ-spouse,exec-managerial,husband,white,male,40,nan,>50k,0
29,privaxe,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,46,united-states,>50k,0
3x,private,hs-grad,9,never-married,craft-repair,own-child,white,male,40,united-states,<=50k,0
34,sxlf-emp-not-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,35,empty,<=50k,0
46,private,hs-grad,9,married-spouse-absent,farming-fishing,not-in-family,white,male,65,nan,<=50k,0
nan,private,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0
38,private,xs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,55,united-states,<=50k,0
40,private,hs-grad,9,never-married,other-service,not-in-family,white,male,40,unxted-states,<=50k,0
59,state-gov,masters,14,married-civ-spouse,prof-specialty,husband,nan,male,50,united-states,<=50k,0
3x,state-gov,bachelors,13,never-married,exec-managerial,not-in-family,white,female,40,united-states,<=50k,0
30,nan,some-college,10,never-married,craft-repair,not-in-family,white,male,44,united-states,<=50k,0
62,private,some-college,10,married-civ-spouse,exec-managerial,husband,nan,male,40,united-states,<=50k,0
26,private,some-college,nan,never-married,adm-clerical,not-in-family,asian-pac-islander,male,20,philippines,<=50k,0
2x,private,bachelors,13,never-married,exec-managerial,not-in-family,white,male,55,united-states,<=50k,0
24,xrivate,hs-grad,9,never-married,craft-repair,own-child,white,male,40,el-salvador,<=50k,0
62,self-emp-not-inc,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,48,uxited-states,<=50k,0
44,nan,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,45,united-states,>50k,0
22,private,hs-grad,9,never-xarried,handlers-cleaners,own-child,black,male,40,united-states,<=50k,0
46,local-gov,bachelors,1x,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,40,philippines,>50k,0
70,federal-gov,hs-grad,9,married-civ-spouse,adm-clerical,husband,black,male,4x,united-states,<=50k,0
47,private,some-college,nan,married-civ-spouse,prof-specialty,husband,white,male,70,united-states,<=50k,0
62,private,nan,3,married-civ-spouse,farming-fishing,husband,asian-pac-islander,male,40,philippines,<=50k,0
33,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,60,united-states,>50x,0
32,state-gov,some-college,10,never-married,adm-clerical,not-in-family,whitx,male,38,united-states,<=50k,0
19,private,hs-grad,9,never-married,nan,own-child,white,male,20,united-states,<=50k,0
50,local-gov,hs-grad,9,married-civ-spouse,exec-managerial,xife,black,female,40,united-states,>50k,0
50,private,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,40,xnited-states,<=50k,0
44,local-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,malx,44,united-states,>50k,0
24,private,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,40,united-statex,<=50k,0
29,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,4x,united-states,<=50k,0
56,private,hs-grad,9,widowed,other-service,unmarried,white,fexale,40,united-states,<=50k,0
35,private,10th,6,divorced,craft-repair,not-in-family,white,male,60,uxited-states,<=50k,0
39,private,some-college,10,married-civ-spouse,sales,husband,white,male,40,united-stxtes,>50k,0
29,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,nan,united-states,<=50k,0
28,local-gov,assoc-acdm,12,never-married,nan,not-in-family,white,female,40,united-states,<=50k,0
32,private,some-college,10,married-civ-spouse,exec-managerial,nan,white,male,50,united-states,<=50k,0
52,self-emp-not-inc,bachelors,nan,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k,0
33,self-emp-not-inc,hs-grad,9,married-civ-spouse,nan,husband,white,male,40,united-states,<=50k,0
36,private,hs-grad,9,married-civ-spouse,craft-repair,nan,white,male,52,united-states,<=50k,0
21,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,45,nan,<=50k,0
39,private,5th-6th,3,married-civ-spouse,handlers-cleaners,husband,white,mxle,40,mexico,<=50k,0
27,private,hs-grad,9,never-marxied,handlers-cleaners,own-child,white,male,40,united-states,<=50k,0
25,privaxe,hs-grad,9,married-civ-spouse,sales,husband,white,male,52,united-states,<=50k,0
x3,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k,0
4x,private,masters,14,never-married,sales,not-in-family,white,male,50,united-states,>50k,0
nan,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,55,united-states,>50k,0
38,private,bachelxrs,13,married-civ-spouse,machine-op-inspct,husband,white,male,50,united-states,>50k,0
23,private,10th,6,married-civ-spouse,nan,husband,white,male,40,portugal,<=50k,0
58,nan,masters,14,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0
31,lxcal-gov,assoc-acdm,12,never-married,protective-serv,unmarried,white,male,40,united-states,<=50k,0
75,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,x0,united-states,<=50k,0
56,self-emp-not-inc,nan,14,divorced,sales,unmarried,white,female,60,united-states,<=50k,0
29,privaxe,masters,14,married-civ-spouse,exec-managerial,husband,white,male,45,germany,<=50k,0
43,private,some-college,1x,married-civ-spouse,protective-serv,husband,white,male,40,united-states,<=50k,0
33,private,masters,nan,married-civ-spouse,prof-specialty,husband,white,male,45,united-states,>50k,0
34,private,hs-grad,9,married-civ-spouse,exec-managerxal,husband,white,male,40,united-states,>50k,0
33,private,doctorate,16,divorced,sales,not-in-family,whixe,male,60,united-states,>50k,0
49,state-gov,doxtorate,16,married-civ-spouse,prof-specialty,husband,black,male,60,empty,>50k,0
39,private,some-college,nan,divorced,exec-managerial,not-in-family,white,female,40,united-states,>50k,0
nan,private,hs-grad,9,never-married,transport-moving,own-child,white,male,50,united-states,<=50k,0
25,private,assoc-voc,11,never-marrxed,other-service,other-relative,asian-pac-islander,female,40,empty,<=50k,0
67,private,some-xollege,10,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k,0
55,nan,bachelors,13,divorced,prof-specialty,unmarried,white,female,40,united-states,<=50k,0
35,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-xtates,<=50k,0
46,self-emp-inc,masters,x4,married-civ-spouse,exec-managerial,husband,white,male,55,united-states,>50k,0
23,private,bachelors,1x,never-married,prof-specialty,own-child,white,female,40,united-states,<=50k,0
26,private,some-college,10,nan,prof-specialty,not-in-family,other,male,50,united-states,<=50k,0
nan,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,35,united-states,>50k,0
17,private,10th,6,never-married,other-service,own-child,white,male,15,united-xtates,<=50k,0
51,privxte,some-college,10,married-civ-spouse,sales,husband,white,male,40,united-states,>50k,0
73,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,75,unitex-states,<=50k,0
67,empty,hs-grad,x,married-civ-spouse,empty,husband,black,male,20,united-states,<=50k,0
67,empty,5th-6th,3,married-civ-spouse,empty,husband,white,male,49,united-states,<x50k,0
75,self-emp-not-inc,some-college,10,married-spouse-absent,craft-repair,not-in-family,wxite,male,30,united-states,<=50k,0
46,state-gov,prof-school,15,married-civ-spouse,exec-managerial,husband,white,male,x0,united-states,>50k,0
27,state-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,male,x,united-states,<=50k,0
54,private,some-college,10,married-civ-spouse,farming-fishing,husband,white,xale,40,united-states,<=50k,0
56,empty,some-college,10,divorced,empty,unmarried,white,female,50,unitedxstates,>50k,0
30,empty,bachelors,x3,married-civ-spouse,empty,wife,white,female,20,united-states,<=50k,0
42,private,hs-xrad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0
22,private,bachelors,13,never-married,exec-managerial,other-relative,white,female,20,united-states,<=5xk,0
36,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,nan,united-states,>50k,0
57,private,some-college,10,marriex-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0
21,empty,xs-grad,9,never-married,empty,own-child,white,female,10,united-states,<=50k,0
23,local-gov,bachelors,13,never-married,adm-clerical,not-in-family,white,male,32,xnited-states,<=50k,0
35,state-gov,nan,10,never-married,adm-clerical,own-child,white,female,38,united-states,<=50k,0
37,prxvate,some-college,10,divorced,tech-support,unmarried,white,female,40,united-states,<=50k,0
59,private,10th,6,married-spouse-absent,protective-serv,not-in-family,asian-pac-islander,maxe,40,india,<=50k,0
x4,empty,some-college,10,never-married,empty,own-child,white,male,40,united-states,<=50k,0
47,self-emp-not-inc,masters,x4,never-married,prof-specialty,not-in-family,white,female,50,united-states,<=50k,0
24,private,bachelors,13,married-civ-spouse,nan,husband,white,male,30,united-states,<=50k,0
38,private,some-college,x0,divorced,prof-specialty,not-in-family,white,female,32,united-states,<=50k,0
41,private,nan,11,divorced,prof-specialty,unmarried,white,female,43,united-states,<=50k,0
35,private,some-college,10,married-civ-spouse,craft-repair,husband,whixe,male,40,united-states,<=50k,0
22,private,some-college,10,never-married,tech-support,not-in-family,nan,female,43,united-states,<=50k,0
30,private,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,40,united-states,<x50k,0
49,private,hs-grad,9,nan,exec-managerial,husband,white,male,55,united-states,>50k,0
33,private,hs-grad,nan,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0
48,self-emp-not-inc,7th-8th,4,married-civ-spouse,craft-repair,husband,whxte,male,40,italy,<=50k,0
58,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,xnited-states,<=50k,0
44,private,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,nan,united-states,<=50k,0
20,private,some-college,x0,never-married,craft-repair,own-child,white,female,25,united-states,<=50k,0
29,federal-gov,assoc-acdm,12,divorced,adm-clerical,not-in-family,white,fxmale,40,united-states,<=50k,0
31,private,hs-grad,9,married-civ-spouse,exec-managerial,nan,white,male,54,united-states,<=50k,0
24,private,some-college,1x,married-civ-spouse,adm-clerical,husband,black,male,40,united-states,<=50k,0
36,local-gov,masters,14,married-civ-spouse,nan,husband,white,male,50,united-states,>50k,0
52,private,11th,7,married-civ-spouse,other-service,husband,white,male,nan,united-states,<=50k,0
20,private,some-college,10,never-married,other-service,unmarried,white,female,40,united-states,<=x0k,0
32,private,assoc-acdm,12,never-married,prof-specialty,not-in-family,nan,male,40,empty,<=50k,0
56,private,assoc-acdm,12,married-civ-spouse,other-service,husband,white,male,50,united-states,<=50x,0
60,empty,masters,14,married-civ-spouse,empty,nan,white,male,40,united-states,<=50k,0
36,self-emp-inc,some-college,nan,married-civ-spouse,sales,husband,white,male,60,united-states,>50k,0
25,private,10th,6,never-married,machine-op-inspct,not-in-family,white,female,40,columbia,<=50k,0
34,self-emp-not-inc,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,nan,united-states,<=50k,0
35,self-emp-not-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,whixe,male,50,united-states,>50k,0
nan,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k,0
40,self-emp-not-inc,bachelors,13,never-married,exec-maxagerial,not-in-family,white,male,50,united-states,<=50k,0
2x,private,hs-grad,9,never-married,other-service,own-child,black,male,10,united-states,<=50k,0
2x,self-emp-not-inc,masters,14,never-married,prof-specialty,own-child,white,male,40,united-states,<=50k,0
nan,self-emp-not-inc,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,80,united-states,<=50k,0
29,private,bachelors,13,never-married,prof-specialty,unmarried,white,female,nan,united-states,>50k,0
43,private,hs-grad,9,married-civ-spouse,sales,husband,white,mxle,40,united-states,<=50k,0
38,local-gov,some-college,10,married-civ-spouse,protective-serv,husband,white,male,x0,united-states,>50k,0
51,self-emp-not-inc,some-college,10,divorced,nan,unmarried,white,female,50,united-states,<=50k,0
70,empty,some-college,10,married-civ-spouse,empty,husband,white,male,30,united-states,<x50k,0
x8,private,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0
58,private,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,x0,mexico,<=50k,0
46,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,fxmale,40,united-states,<=50k,0
38,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>x0k,0
18,private,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,4x,united-states,<=50k,0
37,nan,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,84,united-states,<=50k,0
32,federal-gov,hs-grad,9,divorced,craft-repair,unmarried,white,male,x0,united-states,<=50k,0
nan,local-gov,masters,14,widowed,prof-specialty,unmarried,white,male,35,united-states,>50k,0
34,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,4x,puerto-rico,<=50k,0
23,private,hs-grad,9,xever-married,adm-clerical,own-child,white,female,40,united-states,<=50k,0
22,private,hs-grad,9,married-civ-spouse,sales,wife,nan,female,40,united-states,<=50k,0
28,xrivate,some-college,10,never-married,craft-repair,not-in-family,black,male,40,united-states,<=50k,0
x9,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,55,united-states,<=50k,0
26,self-emp-xot-inc,some-college,10,never-married,prof-specialty,not-in-family,white,female,4,mexico,<=50k,0
x3,private,hs-grad,9,separated,handlers-cleaners,unmarried,white,male,35,puerto-rico,<=50k,0
24,private,bachelors,x3,never-married,tech-support,not-in-family,white,female,20,united-states,<=50k,0
36,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=5xk,0
18,nan,hs-grad,9,never-married,sales,own-child,white,male,48,empty,<=50k,0
46,private,hs-grad,nan,married-civ-spouse,transport-moving,husband,white,male,44,united-states,>50k,0
21,empty,some-college,10,never-married,empty,not-in-family,white,female,2x,united-states,<=50k,0
25,private,assoc-voc,11,married-civ-spouse,prof-specialty,wixe,white,female,40,united-states,>50k,0
21,private,some-college,10,never-married,adm-clerical,own-child,black,female,40,united-states,<=50x,0
38,private,bachelors,13,never-married,other-service,not-in-family,white,male,4x,united-states,<=50k,0
29,private,masters,1x,married-civ-spouse,prof-specialty,husband,white,male,55,united-states,>50k,0
58,private,doctorate,16,married-civ-spouse,prof-specialty,husbxnd,white,male,50,united-states,>50k,0
59,self-emp-not-inc,prof-school,15,married-civ-spouse,sales,husband,white,male,25,uxited-states,<=50k,0
36,private,hs-grad,9,never-married,tech-support,not-in-family,white,xale,50,united-states,<=50k,0
30,private,bxchelors,13,married-civ-spouse,sales,husband,white,male,50,united-states,>50k,0
25,private,9xh,5,married-spouse-absent,adm-clerical,unmarried,asian-pac-islander,female,40,vietnam,<=50k,0
32,empty,7th-8th,4,married-spouse-absent,empty,not-in-family,white,maxe,40,empty,<=50k,0
47,self-emp-not-inc,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,x0,united-states,>50k,0
42,private,bachelors,13,divorced,exec-managerial,unmarried,nan,female,40,united-states,<=50k,0
26,private,some-college,10,never-married,nan,not-in-family,white,female,38,united-states,<=50k,0
18,empty,11th,7,never-marxied,empty,own-child,white,male,40,united-states,<=50k,0
x6,private,9th,5,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0
18,empty,some-college,10,nan,empty,own-child,white,female,40,united-states,<=50k,0
59,private,prof-school,15,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,x0,india,>50k,0
64,private,some-college,10,married-civ-spouse,adm-clexical,husband,white,male,40,united-states,<=50k,0
54,self-emp-inc,assoc-acdm,12,married-civ-spouse,sales,nan,white,male,50,united-states,>50k,0
56,pxivate,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0
23,private,hs-grad,9,never-married,handlers-cleaners,own-chilx,black,female,16,united-states,<=50k,0
23,private,some-college,10,never-married,other-service,own-child,white,female,x0,united-states,<=50k,0
62,state-gov,masxers,14,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,>50k,0
28,state-gov,bachelors,13,never-married,prof-specialty,own-child,white,male,nan,united-states,<=50k,0
40,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,50,unxted-states,>50k,0
33,private,hs-grad,9,married-civ-spouse,nan,husband,white,male,45,united-states,<=50k,0
65,private,hs-grad,x,never-married,machine-op-inspct,not-in-family,white,male,10,united-states,<=50k,0
20,empty,hs-grad,x,never-married,empty,own-child,white,male,12,united-states,<=50k,0
44,private,some-college,1x,married-civ-spouse,tech-support,husband,white,male,44,united-states,>50k,0
26,private,hs-xrad,9,never-married,handlers-cleaners,not-in-family,white,male,40,united-states,<=50k,0
31,private,some-college,10,married-civ-spouse,exec-managerial,husband,black,male,4x,united-states,>50k,0
42,private,hs-grad,9,divorced,handlers-cleaners,not-ix-family,white,female,40,united-states,<=50k,0
x6,self-emp-not-inc,masters,14,never-married,exec-managerial,not-in-family,white,male,25,united-states,<=50k,0
41,private,hx-grad,9,divorced,adm-clerical,not-in-family,other,female,40,united-states,<=50k,0
20,private,some-college,x0,never-married,other-service,own-child,white,female,15,united-states,<=50k,0
34,self-emp-inc,masters,1x,never-married,exec-managerial,not-in-family,white,female,45,france,>50k,0
34,nan,9th,5,separated,craft-repair,not-in-family,white,male,40,empty,<=50k,0
nan,private,12th,8,never-married,handlers-cleaners,own-child,white,male,40,columbia,<=50k,0
x1,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,50,iran,>50k,0
70,empty,hs-grad,9,widowed,empty,not-in-family,white,female,12,united-states,<=5xk,0
68,self-emp-not-inc,doctorate,16,married-civ-spouse,prof-specialty,huxband,white,male,50,canada,<=50k,0
41,private,masters,14,married-civ-spouse,nan,husband,white,male,38,united-states,>50k,0
32,private,11th,7,never-marrixd,other-service,unmarried,black,female,40,jamaica,<=50k,0
36,private,hs-gxad,9,never-married,craft-repair,not-in-family,white,female,40,united-states,<=50k,0
49,empty,some-college,1x,married-civ-spouse,empty,husband,white,male,20,united-states,>50k,0
52,private,assoc-voc,11,separated,exec-managerial,unmarried,black,female,60,united-stxtes,<=50k,0
28,private,some-college,10,married-civ-spouse,tech-support,wife,nan,female,40,united-states,<=50k,0
49,private,11th,7,married-civ-spouse,priv-house-serv,other-relative,white,female,nan,united-states,<=50k,0
35,private,5th-6th,x,never-married,farming-fishing,unmarried,white,male,36,united-states,<=50k,0
34,private,hs-grad,9,divorced,prof-specialty,unmarried,white,fxmale,25,united-states,<=50k,0
52,private,assoc-acdm,12,married-civ-spouse,exec-managerial,nan,white,male,40,united-states,<=50k,0
32,local-gov,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,45,unixed-states,<=50k,0
40,private,assoc-voc,1x,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0
27,empty,some-college,nan,divorced,empty,own-child,white,male,40,united-states,<=50k,0
65,private,assoc-voc,x1,married-civ-spouse,adm-clerical,wife,white,female,40,united-states,<=50k,0
31,self-emp-inc,some-college,1x,married-civ-spouse,adm-clerical,wife,white,female,20,united-states,>50k,0
28,private,some-college,10,divorced,sales,unmarried,whxte,female,45,united-states,<=50k,0
3x,self-emp-not-inc,11th,7,divorced,exec-managerial,not-in-family,white,male,55,united-states,<=50k,0
43,federal-gov,assoc-voc,11,never-married,prof-specialty,not-in-family,whixe,female,40,united-states,>50k,0
65,private,some-college,10,married-civ-spouse,protective-serv,husband,white,xale,16,united-states,<=50k,0
47,pxivate,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k,0
47,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,malx,50,united-states,>50k,0
47,private,nan,9,married-civ-spouse,prof-specialty,husband,white,male,24,united-states,<=50k,0
54,local-gov,hs-xrad,9,married-civ-spouse,farming-fishing,husband,white,male,40,united-states,<=50k,0
72,empty,some-college,10,married-spouse-absent,empty,not-in-family,white,male,3,unitex-states,<=50k,0
53,self-emp-not-inc,bachelors,13,never-married,saxes,unmarried,white,male,60,united-states,>50k,0
33,pxivate,bachelors,13,never-married,sales,not-in-family,white,female,40,united-states,<=50k,0
58,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,45,united-states,>x0k,0
34,nan,bachelors,13,never-married,other-service,not-in-family,white,male,14,united-states,<=50k,0
nan,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0
40,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,6x,united-states,>50k,0
54,private,hs-grad,9,divorced,tech-support,not-in-family,white,malx,42,united-states,>50k,0
46,federal-gov,some-college,10,married-civ-spouse,exec-managerial,husband,black,male,40,united-states,<x50k,0
21,private,some-college,10,never-married,sales,own-child,xlack,female,30,united-states,<=50k,0
68,private,assoc-acdm,12,divorced,exec-managerial,not-in-family,nan,female,43,united-states,<=50k,0
44,private,some-college,10,widowed,sales,nan,white,female,25,united-states,<=50k,0
31,nan,bachelors,13,divorced,adm-clerical,unmarried,white,female,45,united-states,<=50k,0
56,private,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,40,united-states,x50k,0
23,private,some-college,10,nevxr-married,sales,own-child,black,female,20,united-states,<=50k,0
64,self-emp-not-inc,some-college,10,widowed,craft-repair,not-in-family,white,female,8,united-states,<=50x,0
50,nan,some-college,10,divorced,machine-op-inspct,not-in-family,black,female,40,united-states,<=50k,0
19,private,some-college,1x,never-married,sales,not-in-family,white,male,40,united-states,<=50k,0
54,private,some-college,10,divorced,adm-clerical,nan,white,female,40,united-states,<=50k,0
21,private,some-collexe,10,never-married,sales,own-child,white,female,47,united-states,<=50k,0
49,private,7th-8th,4,married-civ-spouse,nan,husband,white,male,40,united-states,<=50k,0
36,private,hs-grad,9,divorced,craft-repair,unmarried,white,mxle,40,united-states,<=50k,0
28,private,hs-grxd,9,divorced,other-service,not-in-family,white,female,52,united-states,<=50k,0
x3,state-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,37,united-states,<=50k,0
50,self-emp-not-inc,hs-grad,9,divorced,exec-managerial,nox-in-family,white,female,35,united-states,>50k,0
37,local-gov,masters,nan,divorced,exec-managerial,not-in-family,white,female,40,united-states,<=50k,0
41,private,11th,x,divorced,priv-house-serv,unmarried,white,female,25,guatemala,<=50k,0
32,federal-gov,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,nan,united-states,<=50k,0
18,private,hs-grad,9,never-married,machine-op-inspct,own-child,xhite,male,20,united-states,<=50k,0
35,nan,prof-school,15,married-civ-spouse,sales,husband,asian-pac-islander,male,35,china,<=50k,0
66,local-gov,some-college,10,nan,other-service,other-relative,white,female,40,empty,>50k,0
36,private,hs-grad,9,married-civ-spouse,nan,husband,white,male,55,united-states,<=50k,0
30,state-gov,bachelors,13,married-civ-spouse,prof-specialty,husxand,asian-pac-islander,male,40,india,>50k,0
28,privatx,bachelors,13,never-married,exec-managerial,not-in-family,white,female,60,united-states,<=50k,0
50,private,some-college,10,married-civ-spouse,exec-managerial,husband,xhite,male,50,united-states,>50k,0
54,private,hs-grax,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0
61,self-emp-not-inc,hs-grad,9,married-civ-spouse,other-service,wife,black,xemale,17,united-states,<=50k,0
x0,private,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,<=50k,0
44,private,12th,8,divorced,transport-moving,not-in-family,xhite,female,40,united-states,<=50k,0
36,private,bachelors,x3,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0
47,nan,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0
32,private,11th,7,never-married,other-service,not-in-family,black,male,nan,united-states,<=50k,0
19,private,hs-grad,x,never-married,handlers-cleaners,own-child,white,female,25,united-states,<=50k,0
40,nan,hs-grad,9,never-married,other-service,not-in-family,white,male,40,empty,<=50k,0
28,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,mxle,35,canada,<=50k,0
30,private,doctorate,nan,never-married,prof-specialty,not-in-family,white,male,40,empty,<=50k,0
21,private,assoc-voc,11,never-married,other-service,own-child,whitx,female,36,united-states,<=50k,0
21,private,nan,9,never-married,sales,own-child,black,male,40,united-states,<=50k,0
31,private,assoc-voc,11,married-civ-spouse,other-service,wife,amer-indian-eskimo,female,24,mexico,x=50k,0
18,private,11th,7,never-married,prof-specialty,own-child,white,male,nan,united-states,<=50k,0
19,federal-gov,some-college,10,never-married,handlers-cleaners,own-child,whixe,male,20,england,<=50k,0
30,private,bachelors,13,married-civ-spouse,exec-managerial,husband,asian-pac-islander,maxe,40,hong,>50k,0
19,private,hs-grad,nan,never-married,handlers-cleaners,own-child,white,male,50,united-states,<=50k,0
nan,private,some-college,10,married-civ-spouse,adm-clerical,wife,black,female,40,united-states,<=50k,0
24,federal-gov,bachelors,13,never-married,prof-specialty,not-in-family,asian-pac-islander,male,4x,united-states,<=50k,0
39,private,bachelors,1x,married-civ-spouse,prof-specialty,wife,white,female,32,united-states,>50k,0
39,private,bachelors,nan,never-married,exec-managerial,not-in-family,white,male,50,united-states,>50k,0
21,private,some-college,10,xever-married,other-service,own-child,white,female,30,united-states,<=50k,0
30,private,hs-grad,9,divorced,sales,nox-in-family,white,female,25,united-states,<=50k,0
51,state-gov,some-college,10,married-civ-spouse,sales,husband,whitx,male,40,united-states,>50k,0
44,private,some-college,10,married-civ-spouse,craft-repair,xusband,white,male,55,united-states,<=50k,0
61,self-emp-inc,hs-grad,9,married-civ-spouse,sales,husband,white,male,nan,united-states,>50k,0
19,private,some-college,10,never-married,salex,own-child,white,female,20,united-states,<=50k,0
33,private,bachelors,13,never-married,prof-specialty,not-in-family,whxte,male,40,united-states,>50k,0
17,self-emp-inc,10th,6,never-married,other-service,own-child,black,mxle,35,united-states,<=50k,0
34,private,nan,10,married-civ-spouse,exec-managerial,husband,black,male,52,jamaica,<=50k,0
43,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,nan,united-states,>50k,0
29,empty,hs-grad,nan,separated,empty,unmarried,black,female,20,united-states,<=50k,0
