age,workclass,fnlwgt,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,income,label
40,private,83859,hs-grad,9,widowed,machine-op-inspct,own-child,white,female,0,0,30,united-states,<=50k,1
50,state-gov,24790,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k,1
25,private,266820,preschool,1,never-married,farming-fishing,not-in-family,white,male,0,0,35,mexico,<=50k,1
44,private,85440,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,45,united-states,<=50k,1
41,private,421837,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
38,private,224566,assoc-voc,11,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,50,united-states,<=50k,1
54,private,294991,10th,6,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k,1
40,federal-gov,189610,hs-grad,9,divorced,adm-clerical,not-in-family,black,female,0,0,52,united-states,<=50k,1
38,private,70995,hs-grad,9,divorced,prof-specialty,not-in-family,white,male,0,0,45,united-states,<=50k,1
20,private,215232,some-college,10,never-married,exec-managerial,own-child,white,female,0,0,10,united-states,<=50k,1
71,empty,178295,assoc-acdm,12,married-civ-spouse,empty,husband,white,male,0,0,3,united-states,<=50k,1
35,private,56201,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,mexico,<=50k,1
62,private,98076,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,1
34,private,351810,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,45,cuba,<=50k,1
56,self-emp-not-inc,144351,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,90,united-states,<=50k,1
30,state-gov,137613,masters,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,20,taiwan,<=50k,1
17,private,54257,11th,7,never-married,adm-clerical,own-child,white,female,0,0,20,united-states,<=50k,1
35,private,98389,11th,7,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50k,1
21,private,184135,hs-grad,9,never-married,machine-op-inspct,own-child,black,male,0,0,1,united-states,<=50k,1
46,self-emp-not-inc,140121,hs-grad,9,divorced,craft-repair,own-child,white,male,0,0,50,united-states,<=50k,1
33,self-emp-not-inc,24504,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,<=50k,1
27,private,129528,some-college,10,never-married,sales,not-in-family,white,female,0,0,40,united-states,<=50k,1
36,private,415578,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
42,private,97142,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
35,private,201328,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,<=50k,1
25,private,256620,bachelors,13,separated,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k,1
47,federal-gov,96854,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,1
53,private,95519,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,42,united-states,>50k,1
47,private,112791,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k,1
20,private,291407,11th,7,never-married,handlers-cleaners,own-child,black,male,0,0,40,united-states,<=50k,1
32,private,239659,some-college,10,separated,machine-op-inspct,unmarried,black,female,0,0,70,united-states,<=50k,1
28,private,183151,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k,1
58,empty,97634,5th-6th,3,married-civ-spouse,empty,husband,white,male,0,0,40,united-states,<=50k,1
52,private,143807,hs-grad,9,divorced,sales,not-in-family,white,female,0,0,40,united-states,<=50k,1
35,private,186934,masters,14,separated,prof-specialty,not-in-family,white,male,0,0,40,united-states,>50k,1
30,private,170065,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
56,state-gov,83696,bachelors,13,separated,prof-specialty,not-in-family,white,female,0,0,38,empty,<=50k,1
21,private,204596,some-college,10,never-married,other-service,own-child,white,female,0,0,20,united-states,<=50k,1
56,empty,32604,some-college,10,never-married,empty,not-in-family,black,female,0,0,40,united-states,<=50k,1
20,private,85041,some-college,10,never-married,exec-managerial,own-child,white,female,0,0,20,united-states,<=50k,1
62,local-gov,140851,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,>50k,1
24,private,196280,bachelors,13,never-married,sales,not-in-family,white,female,0,0,30,united-states,<=50k,1
52,federal-gov,38973,bachelors,13,separated,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50k,1
23,private,39182,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
36,private,198841,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,1
40,private,694812,some-college,10,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1
30,private,247444,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,nicaragua,<=50k,1
41,private,294270,9th,5,married-civ-spouse,transport-moving,husband,white,male,0,0,35,united-states,<=50k,1
59,private,195820,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50k,1
27,private,329426,masters,14,never-married,exec-managerial,not-in-family,white,male,0,0,37,united-states,<=50k,1
19,empty,174871,some-college,10,never-married,empty,own-child,white,male,0,0,23,united-states,<=50k,1
41,private,116103,some-college,10,never-married,exec-managerial,not-in-family,white,male,0,0,50,united-states,<=50k,1
27,private,206903,bachelors,13,never-married,handlers-cleaners,unmarried,white,male,0,0,35,united-states,<=50k,1
50,private,217577,hs-grad,9,widowed,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50k,1
29,private,337693,5th-6th,3,never-married,other-service,own-child,white,female,0,0,40,el-salvador,<=50k,1
38,private,204501,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50k,1
30,private,169186,hs-grad,9,never-married,machine-op-inspct,own-child,white,male,0,0,60,united-states,<=50k,1
48,private,109421,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,55,united-states,<=50k,1
40,private,200479,assoc-voc,11,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k,1
27,local-gov,221317,11th,7,married-civ-spouse,craft-repair,husband,white,male,0,0,40,mexico,<=50k,1
59,self-emp-not-inc,132925,masters,14,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
31,empty,283531,hs-grad,9,divorced,empty,unmarried,black,female,0,0,20,united-states,<=50k,1
34,private,170769,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,50,united-states,>50k,1
47,self-emp-inc,186410,prof-school,15,never-married,other-service,not-in-family,white,male,0,0,60,united-states,>50k,1
64,self-emp-inc,307786,1st-4th,2,married-civ-spouse,sales,husband,white,male,0,0,20,united-states,<=50k,1
29,private,380560,9th,5,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,mexico,<=50k,1
38,local-gov,147258,hs-grad,9,never-married,transport-moving,not-in-family,white,male,0,0,40,united-states,<=50k,1
49,private,124356,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,>50k,1
53,private,98791,some-college,10,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50k,1
35,private,216473,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,50,united-states,>50k,1
70,empty,135339,bachelors,13,married-civ-spouse,empty,husband,asian-pac-islander,male,0,0,40,china,<=50k,1
38,private,107303,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
36,private,152744,bachelors,13,divorced,sales,other-relative,asian-pac-islander,female,0,0,40,south,<=50k,1
34,self-emp-not-inc,100079,bachelors,13,married-civ-spouse,sales,husband,asian-pac-islander,male,0,0,55,india,<=50k,1
24,private,117779,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,10,hungary,<=50k,1
23,private,197613,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
21,private,411068,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,35,united-states,<=50k,1
47,private,192984,some-college,10,widowed,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
33,federal-gov,137184,assoc-acdm,12,divorced,exec-managerial,unmarried,white,male,0,0,50,united-states,>50k,1
63,self-emp-not-inc,231105,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,35,united-states,>50k,1
18,local-gov,146586,hs-grad,9,never-married,other-service,own-child,white,male,0,0,60,united-states,<=50k,1
32,private,32406,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,50,united-states,<=50k,1
33,private,578701,bachelors,13,married-civ-spouse,exec-managerial,husband,black,male,0,0,40,empty,<=50k,1
19,private,206777,hs-grad,9,never-married,handlers-cleaners,other-relative,white,male,0,0,40,united-states,<=50k,1
27,local-gov,133495,hs-grad,9,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,<=50k,1
40,private,34722,some-college,10,divorced,transport-moving,not-in-family,white,male,0,0,48,united-states,>50k,1
38,self-emp-not-inc,133299,assoc-acdm,12,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
20,private,24967,hs-grad,9,never-married,farming-fishing,own-child,white,male,0,0,47,united-states,<=50k,1
35,self-emp-not-inc,171968,hs-grad,9,separated,transport-moving,not-in-family,white,male,0,0,70,united-states,<=50k,1
22,private,412156,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k,1
40,private,51290,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50k,1
23,private,293565,10th,6,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k,1
26,private,226288,bachelors,13,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k,1
53,self-emp-inc,110445,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,<=50k,1
34,private,160634,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
39,private,174242,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
25,private,390316,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,mexico,<=50k,1
18,private,298860,11th,7,never-married,sales,own-child,white,male,0,0,20,united-states,<=50k,1
65,private,171584,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k,1
49,self-emp-not-inc,232664,bachelors,13,never-married,exec-managerial,own-child,white,female,0,0,40,united-states,<=50k,1
64,private,63676,10th,6,married-civ-spouse,other-service,husband,black,male,0,0,40,united-states,<=50k,1
68,private,170376,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,1
56,self-emp-not-inc,175964,some-college,10,divorced,other-service,not-in-family,white,female,0,0,40,united-states,<=50k,1
35,private,105813,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,48,united-states,>50k,1
50,federal-gov,306707,hs-grad,9,never-married,adm-clerical,unmarried,black,female,0,0,12,united-states,<=50k,1
45,private,177543,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,28,united-states,<=50k,1
43,private,320277,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k,1
39,private,129495,some-college,10,separated,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50k,1
45,private,275995,bachelors,13,married-civ-spouse,tech-support,husband,white,male,0,0,50,united-states,>50k,1
20,empty,86318,some-college,10,never-married,empty,own-child,white,female,0,0,10,united-states,<=50k,1
36,private,280440,assoc-acdm,12,never-married,tech-support,unmarried,white,female,0,0,45,united-states,<=50k,1
26,private,371556,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
36,private,408229,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,32,united-states,<=50k,1
47,private,149337,bachelors,13,never-married,adm-clerical,not-in-family,white,male,0,0,60,united-states,<=50k,1
53,private,355802,some-college,10,widowed,sales,unmarried,white,female,0,0,30,united-states,<=50k,1
44,self-emp-not-inc,112507,5th-6th,3,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
25,private,462869,hs-grad,9,never-married,handlers-cleaners,other-relative,white,male,0,0,40,mexico,<=50k,1
35,private,413648,5th-6th,3,never-married,farming-fishing,unmarried,white,male,0,0,36,united-states,<=50k,1
34,private,29235,assoc-acdm,12,divorced,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k,1
42,private,149823,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
47,private,39530,hs-grad,9,divorced,other-service,not-in-family,white,female,0,0,4,united-states,<=50k,1
23,private,197387,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,37,mexico,<=50k,1
56,local-gov,255406,hs-grad,9,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k,1
38,private,168322,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,<=50k,1
46,private,278322,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,1
47,private,115813,assoc-acdm,12,separated,adm-clerical,unmarried,white,female,0,0,57,united-states,<=50k,1
42,private,289636,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,46,united-states,<=50k,1
48,private,101684,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
27,private,133425,hs-grad,9,never-married,exec-managerial,not-in-family,white,female,0,0,50,united-states,<=50k,1
40,private,349405,assoc-voc,11,married-civ-spouse,prof-specialty,wife,white,female,0,0,36,united-states,<=50k,1
75,self-emp-not-inc,165968,assoc-voc,11,widowed,exec-managerial,not-in-family,white,female,0,0,30,united-states,<=50k,1
39,private,185099,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,48,united-states,>50k,1
46,federal-gov,268281,assoc-acdm,12,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
51,private,154949,hs-grad,9,widowed,machine-op-inspct,not-in-family,black,female,0,0,40,united-states,<=50k,1
34,private,176711,hs-grad,9,divorced,other-service,own-child,white,male,0,0,40,united-states,<=50k,1
23,private,165064,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
32,private,213750,assoc-voc,11,never-married,other-service,not-in-family,white,male,0,0,45,united-states,<=50k,1
45,self-emp-not-inc,77132,some-college,10,never-married,sales,not-in-family,white,male,0,0,55,united-states,<=50k,1
21,private,109667,some-college,10,never-married,other-service,own-child,white,male,0,0,40,united-states,<=50k,1
36,private,162164,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,44,united-states,<=50k,1
40,private,219591,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k,1
20,empty,327462,10th,6,divorced,empty,not-in-family,white,female,0,0,40,united-states,<=50k,1
68,private,236943,9th,5,divorced,farming-fishing,not-in-family,black,male,0,0,20,united-states,<=50k,1
40,private,89226,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k,1
20,private,124751,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,24,united-states,<=50k,1
48,local-gov,144122,masters,14,divorced,prof-specialty,not-in-family,white,female,0,0,40,united-states,>50k,1
27,private,98769,bachelors,13,never-married,sales,not-in-family,white,male,0,0,45,united-states,<=50k,1
57,federal-gov,170066,assoc-voc,11,never-married,tech-support,not-in-family,white,male,0,0,40,united-states,<=50k,1
54,self-emp-inc,162439,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,98,united-states,>50k,1
47,private,22900,hs-grad,9,divorced,other-service,not-in-family,white,female,0,0,40,united-states,<=50k,1
30,local-gov,102130,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
17,empty,215743,11th,7,never-married,empty,own-child,white,male,0,0,40,united-states,<=50k,1
35,private,381583,some-college,10,married-civ-spouse,craft-repair,husband,other,male,0,0,45,united-states,>50k,1
56,local-gov,198277,12th,8,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k,1
20,private,243178,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,28,united-states,<=50k,1
38,local-gov,177305,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,38,united-states,<=50k,1
19,private,167149,some-college,10,never-married,sales,own-child,white,female,0,0,25,united-states,<=50k,1
31,private,382368,some-college,10,never-married,adm-clerical,not-in-family,white,male,0,0,40,germany,<=50k,1
44,local-gov,277144,bachelors,13,never-married,prof-specialty,own-child,white,male,0,0,60,united-states,<=50k,1
41,private,171351,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
18,private,265099,11th,7,never-married,other-service,own-child,white,female,0,0,16,united-states,<=50k,1
23,private,105617,9th,5,never-married,transport-moving,own-child,white,male,0,0,40,united-states,<=50k,1
37,local-gov,217689,some-college,10,married-civ-spouse,other-service,husband,amer-indian-eskimo,male,0,0,32,united-states,<=50k,1
46,empty,81136,assoc-voc,11,divorced,empty,unmarried,white,male,0,0,30,united-states,<=50k,1
43,self-emp-not-inc,73883,bachelors,13,divorced,sales,unmarried,white,male,0,0,45,united-states,<=50k,1
31,private,339482,1st-4th,2,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,mexico,<=50k,1
40,private,326232,some-college,10,divorced,transport-moving,unmarried,white,male,0,0,40,united-states,>50k,1
27,private,106316,prof-school,15,divorced,prof-specialty,not-in-family,white,female,0,0,12,united-states,<=50k,1
64,local-gov,198728,some-college,10,never-married,transport-moving,unmarried,white,male,0,0,40,united-states,<=50k,1
31,federal-gov,126501,assoc-voc,11,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,<=50k,1
48,private,233802,masters,14,married-civ-spouse,exec-managerial,husband,black,male,0,0,45,united-states,<=50k,1
37,self-emp-not-inc,204501,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,20,canada,>50k,1
28,private,208249,some-college,10,divorced,tech-support,not-in-family,white,male,0,0,24,united-states,<=50k,1
42,private,188693,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
60,self-emp-inc,93272,7th-8th,4,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50k,1
17,private,159299,11th,7,never-married,other-service,own-child,white,female,0,0,20,united-states,<=50k,1
21,empty,303588,some-college,10,never-married,empty,own-child,white,female,0,0,30,united-states,<=50k,1
46,private,35136,10th,6,divorced,adm-clerical,own-child,black,male,0,0,40,united-states,<=50k,1
18,private,139576,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k,1
22,private,252355,hs-grad,9,never-married,other-service,not-in-family,white,male,0,0,27,united-states,<=50k,1
44,self-emp-not-inc,83812,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,0,60,united-states,<=50k,1
36,private,89718,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
65,private,222810,assoc-voc,11,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k,1
26,private,456618,hs-grad,9,never-married,other-service,not-in-family,white,male,0,0,40,mexico,<=50k,1
21,private,296158,10th,6,married-civ-spouse,other-service,husband,white,male,0,0,25,united-states,<=50k,1
28,private,36601,some-college,10,never-married,other-service,unmarried,white,female,0,0,35,united-states,<=50k,1
27,private,195337,some-college,10,never-married,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k,1
19,state-gov,282721,some-college,10,never-married,other-service,not-in-family,black,male,0,0,12,united-states,<=50k,1
40,private,206049,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
19,private,223392,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,15,united-states,<=50k,1
37,private,131827,hs-grad,9,never-married,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k,1
33,private,549413,some-college,10,married-civ-spouse,adm-clerical,husband,black,male,0,0,40,united-states,>50k,1
34,private,69491,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k,1
44,local-gov,193755,assoc-acdm,12,never-married,protective-serv,not-in-family,white,male,0,0,40,united-states,<=50k,1
33,private,598802,some-college,10,divorced,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50k,1
19,private,266255,hs-grad,9,never-married,sales,own-child,white,female,0,0,40,united-states,<=50k,1
59,private,32954,assoc-voc,11,divorced,prof-specialty,not-in-family,white,female,0,0,36,united-states,<=50k,1
40,private,291808,hs-grad,9,divorced,protective-serv,not-in-family,black,female,0,0,40,united-states,<=50k,1
35,private,190728,hs-grad,9,divorced,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50k,1
22,private,59184,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,male,0,0,45,united-states,<=50k,1
41,private,196456,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k,1
59,private,147989,some-college,10,married-civ-spouse,tech-support,husband,white,male,0,0,50,united-states,>50k,1
50,private,195784,12th,8,divorced,handlers-cleaners,unmarried,white,male,0,0,40,united-states,<=50k,1
21,private,202214,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,female,0,0,10,united-states,<=50k,1
40,self-emp-inc,225165,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k,1
22,private,54825,hs-grad,9,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k,1
43,private,188905,5th-6th,3,separated,machine-op-inspct,not-in-family,white,female,0,0,40,mexico,<=50k,1
17,private,132636,11th,7,never-married,transport-moving,own-child,white,female,0,0,16,united-states,<=50k,1
42,local-gov,228320,7th-8th,4,divorced,other-service,not-in-family,white,male,0,0,40,united-states,<=50k,1
37,private,415500,some-college,10,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,>50k,1
19,private,254247,12th,8,never-married,adm-clerical,own-child,white,male,0,0,38,empty,<=50k,1
43,private,255635,5th-6th,3,married-civ-spouse,machine-op-inspct,husband,other,male,0,0,40,mexico,<=50k,1
46,private,96080,9th,5,separated,craft-repair,unmarried,white,female,0,0,40,united-states,<=50k,1
18,empty,78181,hs-grad,9,never-married,empty,own-child,white,female,0,0,20,united-states,<=50k,1
50,local-gov,339547,prof-school,15,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,0,0,40,laos,>50k,1
47,self-emp-not-inc,126500,7th-8th,4,married-civ-spouse,sales,husband,white,male,0,0,40,puerto-rico,<=50k,1
33,private,159574,7th-8th,4,married-civ-spouse,adm-clerical,husband,white,male,0,0,45,united-states,<=50k,1
59,self-emp-not-inc,128105,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,35,united-states,<=50k,1
39,local-gov,89508,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
29,private,370242,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
26,private,67257,bachelors,13,widowed,exec-managerial,not-in-family,white,female,0,0,55,united-states,<=50k,1
24,private,62952,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k,1
30,private,29235,some-college,10,never-married,adm-clerical,other-relative,white,female,0,0,20,united-states,<=50k,1
52,state-gov,101119,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
51,federal-gov,140516,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,1
30,private,159888,bachelors,13,never-married,sales,not-in-family,white,male,0,0,60,united-states,>50k,1
19,empty,45643,some-college,10,never-married,empty,own-child,white,female,0,0,25,united-states,<=50k,1
23,private,166371,some-college,10,never-married,tech-support,own-child,white,male,0,0,60,united-states,<=50k,1
37,state-gov,160910,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,<=50k,1
25,state-gov,257064,some-college,10,married-civ-spouse,adm-clerical,husband,black,male,0,0,38,united-states,<=50k,1
30,private,83253,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,55,united-states,<=50k,1
40,private,128700,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
20,private,243010,hs-grad,9,never-married,machine-op-inspct,other-relative,other,male,0,0,32,united-states,<=50k,1
24,private,132320,bachelors,13,never-married,exec-managerial,own-child,white,male,0,0,45,united-states,<=50k,1
32,private,234755,hs-grad,9,separated,craft-repair,unmarried,black,male,0,0,40,united-states,<=50k,1
35,private,142616,hs-grad,9,separated,other-service,own-child,black,female,0,0,30,united-states,<=50k,1
20,private,148509,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50k,1
29,state-gov,240738,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
25,private,32276,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,28,united-states,<=50k,1
50,local-gov,163921,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
24,private,464103,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,0,0,50,united-states,<=50k,1
30,local-gov,327825,hs-grad,9,divorced,protective-serv,own-child,white,female,0,0,32,united-states,<=50k,1
37,private,267085,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k,1
20,private,234663,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,30,united-states,<=50k,1
55,private,104996,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,<=50k,1
61,private,101265,12th,8,widowed,machine-op-inspct,unmarried,white,female,0,0,40,italy,<=50k,1
22,private,184975,hs-grad,9,married-spouse-absent,other-service,own-child,white,female,0,0,3,united-states,<=50k,1
23,private,246965,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,male,0,0,12,united-states,<=50k,1
39,private,301867,bachelors,13,divorced,adm-clerical,not-in-family,asian-pac-islander,female,0,0,24,philippines,<=50k,1
21,private,185948,some-college,10,never-married,sales,own-child,white,male,0,0,35,united-states,<=50k,1
52,self-emp-inc,134854,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,1
50,self-emp-not-inc,95949,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k,1
51,self-emp-not-inc,88528,assoc-acdm,12,divorced,exec-managerial,unmarried,white,female,0,0,99,united-states,<=50k,1
47,private,24723,10th,6,divorced,exec-managerial,not-in-family,amer-indian-eskimo,female,0,0,45,united-states,<=50k,1
49,empty,171411,9th,5,divorced,empty,not-in-family,white,male,0,0,40,united-states,<=50k,1
45,private,184581,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,1
48,federal-gov,100067,some-college,10,widowed,other-service,unmarried,black,female,0,0,40,united-states,<=50k,1
36,private,182863,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k,1
20,never-worked,462294,some-college,10,never-married,empty,own-child,black,male,0,0,40,united-states,<=50k,1
61,private,85434,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
72,private,158092,bachelors,13,divorced,sales,not-in-family,white,male,0,0,30,united-states,<=50k,1
19,private,104844,some-college,10,never-married,sales,own-child,white,female,0,0,15,united-states,<=50k,1
47,empty,89806,some-college,10,divorced,empty,not-in-family,amer-indian-eskimo,female,0,0,35,united-states,<=50k,1
24,private,89347,11th,7,never-married,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k,1
